id,school_id,year_group,favourite_subject,least_favourite_subject,ability_maths,ability_english,ability_science,class_id,male,class_male_pr
106782,16,3,Science,History,3,3,3,269,0,0
106860,16,3,English,French,3,3,3,270,0,0
106876,16,3,Textiles,Spanish,3,3,3,270,0,0
106877,16,3,Design Technology,French,3,1,3,270,0,0
106867,16,3,PE,Art,2,3,2,270,0,0
106856,16,3,Music,Spanish,4,2,4,270,0,0
106881,16,3,Art,French,3,1,3,270,0,0
106872,16,3,Drama,Latin,3,3,3,270,0,0
106865,16,3,RS,Maths,3,3,4,270,0,0
106879,16,3,Music,Maths,4,4,4,270,0,0
106869,16,3,History,Technology,3,2,3,270,0,0
106870,16,3,Science,Maths,3,3,4,270,0,0
106882,16,3,RS,PE,3,4,3,270,0,0
106858,16,3,PE,History,3,3,3,270,0,0
106866,16,3,Maths,Music,3,2,3,270,0,0
106875,16,3,Art,French,3,3,2,270,0,0
106878,16,3,Maths,Spanish,4,3,4,270,0,0
106859,16,3,Spanish,Music,3,3,3,270,0,0
106857,16,3,Science,French,4,3,4,270,0,0
106885,16,3,Music,PE,3,4,3,270,0,0
106886,16,3,History,Spanish,3,3,4,270,0,0
106884,16,3,Food Technology,Spanish,3,2,3,270,0,0
106880,16,3,Science,French,4,3,3,270,0,0
106871,16,3,Latin,Art,2,2,2,270,0,0
106861,16,3,English,Science,4,4,3,270,0,0
106873,16,3,History,French,4,2,3,270,0,0
106863,16,3,Music,English,3,1,3,270,0,0
106874,16,3,Music,Spanish,3,3,3,270,0,0
106868,16,3,RS,Maths,3,2,3,270,0,0
106883,16,3,Science,Maths,3,4,3,270,0,0
106862,16,3,History,French,3,3,3,270,0,0
106864,16,3,Art,Music,4,3,3,270,0,0
106896,16,3,Art,PE,2,2,2,271,0,0
106892,16,3,PE,Science,2,3,2,271,0,0
106891,16,3,PE,History,2,2,1,271,0,0
106890,16,3,Music,Technology,3,3,2,271,0,0
107238,16,3,RS,Science,2,4,2,271,0,0
106901,16,3,History,French,2,2,2,271,0,0
106889,16,3,ICT,French,2,1,2,271,0,0
106910,16,3,PE,Art,3,3,3,271,0,0
106903,16,3,Technology,PE,3,2,2,271,0,0
106908,16,3,Science,Maths,3,2,4,271,0,0
106893,16,3,English,Maths,2,3,2,271,0,0
106902,16,3,Art,ICT,3,3,3,271,0,0
106907,16,3,Art,"Spanish, French",2,3,3,271,0,0
106906,16,3,PE,Art,2,3,1,271,0,0
106909,16,3,Science,ICT,3,4,4,271,0,0
106913,16,3,History,Maths,3,3,4,271,0,0
106899,16,3,English,Maths,2,3,3,271,0,0
106900,16,3,Music,Science,3,3,2,271,0,0
106905,16,3,Latin,French,3,3,4,271,0,0
106888,16,3,Art,Science,2,2,2,271,0,0
106914,16,3,Spanish,Science,2,3,3,271,0,0
106911,16,3,Geography,Maths,2,3,3,271,0,0
106916,16,3,Science,English,2,2,4,271,0,0
106912,16,3,PE,Science,2,3,1,271,0,0
106897,16,3,Art,Music,2,2,3,271,0,0
106887,16,3,Art,French,3,4,3,271,0,0
106894,16,3,RS,Science,2,2,1,271,0,0
106898,16,3,PSCHE,PE,2,3,2,271,0,0
106915,16,3,PE,French,3,3,3,271,0,0
106904,16,3,Science,Technology,3,3,4,271,0,0
106930,16,3,"PE, Technology",French,2,3,3,272,0,0
106924,16,3,"PE, History",French,2,3,2,272,0,0
106929,16,3,History,PE,NA,4,4,272,0,0
106918,16,3,PE,English,3,4,3,272,0,0
106928,16,3,English,History,3,3,2,272,0,0
106920,16,3,English,Geography,1,3,2,272,0,0
106931,16,3,Science,Music,3,3,4,272,0,0
106921,16,3,"Art, PE","Science, Maths",1,3,2,272,0,0
106919,16,3,Drama,Science,1,2,2,272,0,0
106923,16,3,"Music, English",Geography,1,3,2,272,0,0
106927,16,3,History,PE,2,3,2,272,0,0
106932,16,3,Music,Geography,2,3,2,272,0,0
106917,16,3,English,PE,2,3,1,272,0,0
106926,16,3,Music,Maths,1,4,3,272,0,0
106936,16,4,Biology,Spanish,3,4,4,273,0,0
106943,16,4,Science,RS,3,2,2,273,0,0
106946,16,4,Business Studies,English,3,3,3,273,0,0
106948,16,4,Latin,RS,3,3,3,273,0,0
106958,16,4,Chemistry,ICT,4,3,4,273,0,0
106934,16,4,Science,French,3,3,4,273,0,0
106961,16,4,RS,English,NA,2,1,273,0,0
106962,16,4,History,French,2,3,3,273,0,0
106937,16,4,Science,Latin,3,3,4,273,0,0
106956,16,4,"Chemistry, Maths, French",Biology,4,3,3,273,0,0
106947,16,4,Physics,ICT,1,1,4,273,0,0
106938,16,4,Art,English,3,2,3,273,0,0
106935,16,4,ICT,French,3,2,2,273,0,0
106951,16,4,Maths,English,4,2,3,273,0,0
106963,16,4,German,Physics,3,4,3,273,0,0
106957,16,4,"Music, English","RS, Science",2,3,2,273,0,0
106955,16,4,Art,Physics,3,4,3,273,0,0
106949,16,4,Textiles,English,3,2,2,273,0,0
106933,16,4,Spanish,RS,3,4,4,273,0,0
106945,16,4,Geography,English,4,3,2,273,0,0
106960,16,4,Art and Design,French,3,2,3,273,0,0
106940,16,4,Expressive Arts,Physics,3,3,2,273,0,0
106959,16,4,Chemistry,PE,4,4,4,273,0,0
106939,16,4,Music,French,3,4,3,273,0,0
106950,16,4,Spanish,English,2,3,3,273,0,0
106954,16,4,Expressive Arts,Maths,3,3,3,273,0,0
106952,16,4,"Music, Art, RS, PE",,3,3,3,273,0,0
106964,16,4,Expressive Arts,Chemistry,3,4,3,273,0,0
106944,16,4,Business Studies,French,3,4,3,273,0,0
106941,16,4,Science,French,3,3,4,273,0,0
106953,16,4,Maths,English,3,2,2,273,0,0
106942,16,4,"English, PE",RS,2,3,2,273,0,0
106995,16,4,Expressive Arts,French,2,3,2,274,0,0
106987,16,4,Music,French,4,4,3,274,0,0
106968,16,4,Spanish,PE,2,2,2,274,0,0
106977,16,4,History,English,2,2,2,274,0,0
106990,16,4,Biology,PE,2,2,3,274,0,0
106982,16,4,English,French,2,4,2,274,0,0
106966,16,4,Geography,Science,2,2,1,274,0,0
106985,16,4,History,Science,3,3,2,274,0,0
106994,16,4,PE,English,3,3,3,274,0,0
106967,16,4,German,English,3,3,3,274,0,0
106992,16,4,Expressive Arts,French,3,3,4,274,0,0
106978,16,4,Geography,RS,3,3,3,274,0,0
106975,16,4,Textiles,PE,2,3,2,274,0,0
106984,16,4,Business Studies,French,1,4,1,274,0,0
106981,16,4,"Business Studies, French",English,3,2,3,274,0,0
106969,16,4,Science,RS,3,3,4,274,0,0
106983,16,4,English,RS,2,2,3,274,0,0
106986,16,4,Art,French,2,2,3,274,0,0
106991,16,4,Biology,French,3,3,3,274,0,0
106972,16,4,,"Physics, French",3,3,3,274,0,0
106979,16,4,Chemistry,French,3,4,4,274,0,0
106989,16,4,PE,Maths,2,3,3,274,0,0
106970,16,4,Art,RS,3,3,3,274,0,0
106965,16,4,Chemistry,French,3,3,3,274,0,0
106974,16,4,Textiles,RS,3,2,3,274,0,0
106993,16,4,,,3,4,4,274,0,0
106973,16,4,English,Maths,2,4,3,274,0,0
106976,16,4,Science,RS,3,3,3,274,0,0
106971,16,4,Geography,Physics,2,3,1,274,0,0
106980,16,4,History,Science,3,4,2,274,0,0
107012,16,4,Geography,Physics,2,3,2,275,0,0
107001,16,4,ICT,Physics,1,3,2,275,0,0
107003,16,4,Food Technology,Maths,3,3,3,275,0,0
107008,16,4,English,French,2,3,2,275,0,0
106999,16,4,History,Science,2,3,2,275,0,0
107011,16,4,Biology,Chemistry,2,2,3,275,0,0
107004,16,4,English,Maths,1,3,2,275,0,0
107007,16,4,Art,French,2,2,2,275,0,0
107010,16,4,English,Maths,1,4,3,275,0,0
107005,16,4,Food Technology,Maths,2,4,2,275,0,0
107009,16,4,Business Studies,Maths,1,NA,NA,275,0,0
106997,16,4,Textiles,French,1,2,2,275,0,0
107002,16,4,History,Spanish,1,3,2,275,0,0
107006,16,4,Art,French,3,3,2,275,0,0
107000,16,4,Classical Studies,Maths,1,3,2,275,0,0
107032,16,4,Textiles,Maths,2,3,3,276,0,0
107017,16,4,Languages,Maths,2,4,3,276,0,0
107044,16,4,Art,Physics,4,4,4,276,0,0
107036,16,4,Business Studies,PE,4,3,4,276,0,0
107033,16,4,Latin,French,3,4,3,276,0,0
107024,16,4,Art,Chemistry,3,2,3,276,0,0
107025,16,4,Biology,French,3,1,3,276,0,0
107042,16,4,Maths,French,4,3,4,276,0,0
107026,16,4,Geography,Physics,3,3,3,276,0,0
107018,16,4,Maths,Physics,4,3,3,276,0,0
107023,16,4,Music,Physics,4,3,4,276,0,0
107029,16,4,History,English,4,2,3,276,0,0
107013,16,4,French,Physics,3,2,3,276,0,0
107041,16,4,English,PE,4,4,4,276,0,0
107045,16,4,"English, PE",RS,4,3,3,276,0,0
107031,16,4,"Music, Art",Maths,1,3,3,276,0,0
107014,16,4,Art,French,3,2,3,276,0,0
107028,16,4,Geography,French,4,3,4,276,0,0
107019,16,4,All,Art,4,4,4,276,0,0
107030,16,4,Art,Physics,3,4,2,276,0,0
107037,16,4,"Chemistry, Maths, Music",Design Technology,4,4,4,276,0,0
107039,16,4,Music,Science,3,4,2,276,0,0
107020,16,4,English,Maths,2,4,4,276,0,0
107034,16,4,Spanish,Physics,4,2,3,276,0,0
107016,16,4,Textiles,French,3,3,3,276,0,0
107038,16,4,Art,Physics,3,3,3,276,0,0
107027,16,4,"Art, ICT, Classicsal Studies",PE,3,4,4,276,0,0
107021,16,4,Chemistry,English,4,3,4,276,0,0
107043,16,4,Maths,PE,4,2,3,276,0,0
107035,16,4,Spanish,Classical Studies,4,3,3,276,0,0
107064,16,4,History,Science,3,4,2,277,0,0
107059,16,4,Spanish,Maths,3,4,4,277,0,0
107062,16,4,Maths,PE,2,2,2,277,0,0
107067,16,4,Science,Business Studies,3,4,3,277,0,0
107066,16,4,Food Technology,Languages,3,3,3,277,0,0
107063,16,4,PE,French,3,2,2,277,0,0
107047,16,4,"Expressive Arts, English, History",Physics,3,3,3,277,0,0
107057,16,4,Music,Maths,3,4,3,277,0,0
107053,16,4,Biology,Geography,3,4,4,277,0,0
107051,16,4,Geography,Business Studies,3,3,3,277,0,0
107069,16,4,Biology,German,2,4,4,277,0,0
107065,16,4,Biology,Physics,3,3,3,277,0,0
107071,16,4,Food Technology,French,3,1,4,277,0,0
107055,16,4,Science,English,3,3,3,277,0,0
107070,16,4,Expressive Arts,French,3,3,3,277,0,0
107052,16,4,Geography,Physics,2,4,2,277,0,0
107050,16,4,Food Technology,Maths,2,2,2,277,0,0
107072,16,4,Spanish,Science,3,2,2,277,0,0
107048,16,4,Spanish,Physics,3,1,2,277,0,0
107056,16,4,Expressive Arts,"Physics, Maths",2,3,3,277,0,0
107058,16,4,History,Physics,3,3,3,277,0,0
107049,16,4,Geography,French,3,3,3,277,0,0
107061,16,4,Art,French,3,3,3,277,0,0
107060,16,4,Business Studies,"French, Science",3,2,3,277,0,0
107073,16,4,Art,Science,2,3,2,277,0,0
107054,16,4,History,Physics,2,3,2,277,0,0
107068,16,4,PE,French,2,2,2,277,0,0
107082,16,4,Classical Studies,Maths,2,2,3,278,0,0
107081,16,4,Geography,Maths,2,3,3,278,0,0
107080,16,4,Art,PE,2,3,3,278,0,0
107087,16,4,Art and Design,Maths,1,3,2,278,0,0
107083,16,4,Art,PE,2,3,3,278,0,0
107074,16,4,Art and Design,Maths,1,3,2,278,0,0
107085,16,4,English,Maths,2,4,2,278,0,0
107078,16,4,Science,Maths,1,3,3,278,0,0
107075,16,4,Food Technology,Physics,3,3,3,278,0,0
107086,16,4,Classical Studies,Maths,1,3,2,278,0,0
107088,16,4,Classical Studies,Physics,2,3,2,278,0,0
107076,16,4,Business Studies,French,2,2,2,278,0,0
107084,16,4,"Sports, Biology",French,2,3,3,278,0,0
107089,16,4,Geography,English,2,3,3,278,0,0
107079,16,4,Expressive Arts,Maths,1,2,3,278,0,0
107077,16,4,History,Chemistry,2,3,1,278,0,0
107109,16,5,Food Technology,English,3,2,4,279,0,0
107112,16,5,Business Studies,English,4,3,4,279,0,0
107101,16,5,Biology,ICT,4,3,4,279,0,0
107096,16,5,Art,French,2,2,2,279,0,0
107100,16,5,Spanish,English,3,4,4,279,0,0
107114,16,5,"Maths, Business","French, English",3,2,3,279,0,0
107118,16,5,Business Studies,Chemistry,3,2,3,279,0,0
107104,16,5,Maths,French,3,3,2,279,0,0
107095,16,5,French,English,4,3,4,279,0,0
107092,16,5,History,English,4,3,4,279,0,0
107094,16,5,Business Studies,Spanish,2,2,2,279,0,0
107090,16,5,"Science, Maths",History,4,3,4,279,0,0
107103,16,5,RS,Spanish,4,4,4,279,0,0
107115,16,5,Geography,German,3,4,3,279,0,0
107106,16,5,Expressive Arts,History,3,3,3,279,0,0
107111,16,5,Maths,French,3,3,2,279,0,0
107091,16,5,Biology,French,4,3,4,279,0,0
107110,16,5,Maths,English,4,2,4,279,0,0
107093,16,5,Physics,English,3,3,3,279,0,0
107119,16,5,Maths,English,4,1,3,279,0,0
107099,16,5,RS,ICT,3,4,4,279,0,0
107121,16,5,Science,RS,4,3,3,279,0,0
107107,16,5,English,French,4,4,4,279,0,0
107108,16,5,Maths,English,3,3,3,279,0,0
107098,16,5,Biology,ICT,3,2,3,279,0,0
107105,16,5,Spanish,ICT,3,3,3,279,0,0
107116,16,5,History,Science,3,3,2,279,0,0
107117,16,5,Latin,ICT,4,4,3,279,0,0
107113,16,5,PE,French,3,1,3,279,0,0
107120,16,5,Maths,,3,2,3,279,0,0
107102,16,5,"History, Maths",Biology,4,2,3,279,0,0
107097,16,5,Maths,History,3,2,3,279,0,0
107159,16,5,History,"English, French",2,2,2,280,0,0
107152,16,5,English,Maths,1,4,2,280,0,0
107153,16,5,English,PE,3,4,4,280,0,0
107160,16,5,French,,3,4,2,280,0,0
107154,16,5,History,English,2,2,3,280,0,0
107155,16,5,English,Spanish,3,4,2,280,0,0
107151,16,5,RS,Spanish,2,2,2,280,0,0
107162,16,5,RS,French,2,3,2,280,0,0
107157,16,5,English,Spanish,1,4,3,280,0,0
107161,16,5,History,Physics,2,3,2,280,0,0
107158,16,5,Expressive Arts,,2,3,2,280,0,0
107150,16,5,RS,Maths,2,2,2,280,0,0
107156,16,5,Food Technology,French,2,2,3,280,0,0
107142,16,5,Chemistry,English,3,3,4,281,0,0
107134,16,5,History,French,2,3,2,281,0,0
107129,16,5,Maths,French,3,2,3,281,0,0
107131,16,5,History,Chemistry,3,3,3,281,0,0
107133,16,5,RS,Physics,3,3,3,281,0,0
107126,16,5,Business Studies,Spanish,3,3,2,281,0,0
107125,16,5,History,English,3,3,3,281,0,0
107141,16,5,Food Technology,Physics,3,3,3,281,0,0
117880,16,5,Biology,French,2,1,2,281,0,0
107136,16,5,Spanish,French,2,3,3,281,0,0
107123,16,5,History,ICT,3,3,3,281,0,0
107127,16,5,Latin,Maths,2,4,3,281,0,0
107143,16,5,History,French,2,3,2,281,0,0
107146,16,5,Biology,Spanish,3,3,4,281,0,0
107130,16,5,Classical Studies,Physics,3,3,3,281,0,0
107124,16,5,French,Chemistry,2,3,2,281,0,0
107137,16,5,Art,English,3,2,3,281,0,0
107122,16,5,English,French,3,4,4,281,0,0
107138,16,5,Geography,ICT,3,4,4,281,0,0
117879,16,5,Business Studies,French,3,3,3,281,0,0
107135,16,5,RS,German,3,3,3,281,0,0
107148,16,5,Biology,English,3,3,4,281,0,0
107139,16,5,Maths,English,3,1,4,281,0,0
107184,16,5,History,PE,3,4,3,282,0,0
107181,16,5,Chemistry,"French, Expressive Arts, Maths",3,3,3,282,0,0
107188,16,5,Art,French,2,1,2,282,0,0
107171,16,5,Physics,English,3,2,4,282,0,0
107173,16,5,Biology,English,3,3,4,282,0,0
107178,16,5,"English, Geography, ICT",Maths,3,2,3,282,0,0
107166,16,5,Business Studies,ICT,3,2,2,282,0,0
107175,16,5,Biology,RS,2,3,3,282,0,0
107180,16,5,Business Studies,English,3,2,3,282,0,0
107176,16,5,Biology,Art,3,4,4,282,0,0
107185,16,5,Maths,English,3,2,3,282,0,0
107187,16,5,Chemistry,English,2,1,3,282,0,0
107192,16,5,ICT,,3,3,4,282,0,0
107179,16,5,Music,,4,3,4,282,0,0
107164,16,5,Maths,Geography,4,2,3,282,0,0
107191,16,5,History,French,3,3,3,282,0,0
107190,16,5,Art,English,3,1,3,282,0,0
107168,16,5,"Chemistry, Geography",French,3,3,3,282,0,0
107183,16,5,History,French,3,3,3,282,0,0
107182,16,5,"Physics, Chemistry",RS,4,3,4,282,0,0
107172,16,5,Maths,French,3,3,3,282,0,0
107174,16,5,Biology,Business Studies,4,3,4,282,0,0
118082,16,5,Chemistry,French,3,2,3,282,0,0
107165,16,5,Latin,RS,4,3,4,282,0,0
107170,16,5,Biology,French,4,4,4,282,0,0
107167,16,5,Chemistry,RS,4,3,4,282,0,0
107177,16,5,Maths,ICT,3,3,3,282,0,0
107193,16,5,Textiles,PE,3,3,3,282,0,0
107169,16,5,"Physics, Maths",French,4,4,4,282,0,0
107200,16,5,Business Studies,Physics,3,4,3,283,0,0
107195,16,5,PE,RS,3,2,2,283,0,0
107197,16,5,Business Studies,Maths,2,3,2,283,0,0
107214,16,5,Business Studies,English,3,2,3,283,0,0
107216,16,5,Business Studies,Physics,3,3,3,283,0,0
107219,16,5,Biology,Maths,2,3,3,283,0,0
107202,16,5,Art,French,2,2,2,283,0,0
107217,16,5,Expressive Arts,Maths,2,4,3,283,0,0
107207,16,5,Geography,ICT,3,3,3,283,0,0
107205,16,5,Business Studies,RS,3,3,2,283,0,0
107198,16,5,Biology,ICT,3,3,4,283,0,0
107221,16,5,Art,English,2,2,2,283,0,0
107211,16,5,PE,Maths,3,4,3,283,0,0
107220,16,5,Art,English,4,2,4,283,0,0
107218,16,5,Business Studies,Maths,3,3,3,283,0,0
107212,16,5,History,French,3,3,3,283,0,0
107206,16,5,Business Studies,English,3,3,3,283,0,0
107203,16,5,Expressive Arts,Maths,2,4,3,283,0,0
107208,16,5,ICT,French,4,4,3,283,0,0
107201,16,5,French,Maths,2,2,3,283,0,0
107222,16,5,Art,Maths,3,3,2,283,0,0
107210,16,5,Physics,French,3,4,4,283,0,0
107199,16,5,History,Maths,2,4,3,283,0,0
107196,16,5,Physics,Maths,3,2,3,283,0,0
107215,16,5,Art,Maths,3,3,3,283,0,0
107209,16,5,ICT,Business Studies,2,3,3,283,0,0
107204,16,5,History,Physics,2,2,2,283,0,0
107228,16,5,Expressive Arts,Physics,2,3,3,284,0,0
107234,16,5,French,Business Studies,3,3,3,284,0,0
107232,16,5,Food Technology,Maths,2,2,2,284,0,0
107226,16,5,ICT,Geography,2,3,3,284,0,0
107236,16,5,Biology,Geography,2,4,4,284,0,0
107225,16,5,ICT,French,2,3,2,284,0,0
107223,16,5,Business Studies,Geography,3,3,3,284,0,0
107229,16,5,Business Studies,French,2,3,2,284,0,0
107233,16,5,PE,Food Technology,2,2,3,284,0,0
107230,16,5,History,French,2,2,2,284,0,0
107235,16,5,,Physics,2,2,2,284,0,0
107224,16,5,Expressive Arts,Maths,2,1,2,284,0,0
107227,16,5,Expressive Arts,Spanish,3,2,2,284,0,0
107231,16,5,Business Studies,Geography,2,3,2,284,0,0
107237,16,5,Business Studies,Physics,3,2,2,284,0,0
107912,17,1,Art,PE,3,3,3,285,0,0
107787,17,1,History,Science,3,2,2,285,0,0
107861,17,1,RS,History,3,3,2,285,0,0
107927,17,1,Art,History,2,3,2,285,0,0
107806,17,1,Art,History,3,3,2,285,0,0
107908,17,1,PE,French,2,2,2,285,0,0
107940,17,1,ICT,Food Technology,3,3,3,285,0,0
107883,17,1,PE,ICT,3,2,3,285,0,0
107897,17,1,Art,Geography,4,3,3,285,0,0
107939,17,1,Art,French,4,3,4,285,0,0
107893,17,1,Art,Geography,2,2,2,285,0,0
107860,17,1,French,Science,4,4,3,285,0,0
107878,17,1,Art,English,2,2,2,285,0,0
107930,17,1,Science,French,3,4,4,285,0,0
107851,17,1,PE,Maths,3,3,2,285,0,0
107922,17,1,English,RS,2,2,2,285,0,0
107907,17,1,Art,History,2,3,2,285,0,0
107896,17,1,ICT,Food Technology,3,3,3,285,0,0
108070,17,1,Art,Maths,3,2,2,285,0,0
107823,17,1,PE,RS,3,2,3,285,0,0
107879,17,1,PE,Geography,3,3,2,285,0,0
107944,17,1,Science,French,4,4,4,285,0,0
107943,17,1,PE,Maths,3,2,2,285,0,0
107881,17,1,Art,PE,3,3,3,285,0,0
107848,17,1,Maths,English,4,1,2,285,0,0
107843,17,1,Geography,Art,2,3,3,285,0,0
107935,17,1,ICT,RS,3,3,3,285,0,0
108173,17,1,Geography,Maths,2,3,3,286,0,0
108169,17,1,Technology,French,4,3,4,286,0,0
108164,17,1,RS,English,3,3,3,286,0,0
108156,17,1,Art,Science,3,3,2,286,0,0
108159,17,1,Science,Enrichment,4,3,3,286,0,0
108161,17,1,Food Technology,English,3,3,2,286,0,0
108154,17,1,Art,History,3,3,3,286,0,0
108177,17,1,Science,English,3,2,4,286,0,0
108182,17,1,Science,"Music, English",3,2,2,286,0,0
108171,17,1,PE,History,4,3,3,286,0,0
108152,17,1,Food Technology,French,2,3,3,286,0,0
108176,17,1,"Art, Maths",English,4,3,3,286,0,0
108170,17,1,Art,History,4,3,3,286,0,0
108157,17,1,Geography,English,3,3,4,286,0,0
108166,17,1,Art,Enrichment,3,3,4,286,0,0
108153,17,1,Art,Enrichment,4,3,3,286,0,0
108158,17,1,PE,History,3,4,4,286,0,0
108172,17,1,Food Technology,English,3,2,2,286,0,0
108155,17,1,Science,Art,2,2,3,286,0,0
108162,17,1,Art,History,3,4,3,286,0,0
108175,17,1,Art,French,3,4,3,286,0,0
108165,17,1,Technology,Maths,1,3,3,286,0,0
108167,17,1,Food Technology,English,4,2,3,286,0,0
108174,17,1,Technology,PE,3,3,3,286,0,0
108163,17,1,Food Technology,Maths,3,3,3,286,0,0
108160,17,1,PE,English,3,1,2,286,0,0
108168,17,1,PE,History,3,3,3,286,0,0
107781,17,1,Technology,Geography,3,4,4,287,0,0
107929,17,1,Food Technology,"Maths, French",3,3,3,287,0,0
107780,17,1,PE,Geography,4,3,2,287,0,0
107805,17,1,"Food Technology, PE",Geography,4,4,2,287,0,0
107895,17,1,PE,Geography,3,2,3,287,0,0
107803,17,1,English,Science,4,3,2,287,0,0
107777,17,1,PE,Geography,2,4,3,287,0,0
107874,17,1,Textiles,Geography,3,3,3,287,0,0
107863,17,1,Art,Geography,2,3,2,287,0,0
107775,17,1,PE,History,2,3,2,287,0,0
107936,17,1,Art,Maths,3,4,2,287,0,0
107818,17,1,Design Technology,Geography,4,3,2,287,0,0
107870,17,1,English,Geography,3,4,3,287,0,0
107904,17,1,Art,Geography,2,3,3,287,0,0
107822,17,1,ICT,Geography,2,4,3,287,0,0
107782,17,1,ICT,History,3,3,4,287,0,0
107868,17,1,Science,Geography,4,3,4,287,0,0
107859,17,1,Art,Geography,3,3,3,287,0,0
107841,17,1,English,Geography,3,3,3,287,0,0
107835,17,1,Art,Geography,3,3,3,287,0,0
107918,17,1,PE,Geography,4,3,3,287,0,0
107898,17,1,Science,Maths,1,2,2,287,0,0
107902,17,1,English,Geography,2,4,3,287,0,0
107836,17,1,English,Geography,3,3,3,287,0,0
107807,17,1,Art,Geography,3,2,3,287,0,0
107869,17,1,Art,Geography,3,3,3,287,0,0
107919,17,1,"Technology, Art, PE","Geography, History",3,4,4,287,0,0
107914,17,1,ICT,History,4,3,2,287,0,0
107796,17,1,Music,ICT,3,4,4,288,0,0
107905,17,1,Music,Spanish,3,3,2,288,0,0
107945,17,1,Art,Maths,2,3,3,288,0,0
107926,17,1,RS,English,3,3,3,288,0,0
107873,17,1,"PE, Technology","Spanish, RS",3,2,2,288,0,0
107910,17,1,Music,Spanish,3,4,3,288,0,0
107852,17,1,Technology,PE,3,3,3,288,0,0
107808,17,1,Science,English,4,2,3,288,0,0
107812,17,1,Science,English,3,3,3,288,0,0
107871,17,1,Music,Maths,2,2,3,288,0,0
107820,17,1,PE,English,4,2,1,288,0,0
107795,17,1,Technology,Maths,3,3,3,288,0,0
107819,17,1,"Technology, RE",Spanish,4,2,3,288,0,0
107828,17,1,"Food Technology, PE",Music,2,3,4,288,0,0
107890,17,1,RS,Science,3,3,3,288,0,0
107789,17,1,Science,Art,3,3,3,288,0,0
107776,17,1,Food Technology,English,3,3,3,288,0,0
107811,17,1,PE,Enrichment,3,3,4,288,0,0
107876,17,1,PE,Spanish,3,2,3,288,0,0
107845,17,1,Technology,Geography,3,2,4,288,0,0
107921,17,1,RS,PE,2,2,2,288,0,0
107838,17,1,ICT,English,2,2,2,288,0,0
107816,17,1,Spanish,Science,3,3,2,288,0,0
107903,17,1,Spanish,Maths,2,3,3,288,0,0
107872,17,1,ICT,Biology,4,4,3,288,0,0
107925,17,1,Science,Geography,3,4,4,288,0,0
107941,17,1,Food Technology,Music,3,3,3,288,0,0
107850,17,1,PE,Geography,2,3,4,288,0,0
107931,17,1,History,Spanish,3,3,2,288,0,0
107938,17,1,Science,Geography,3,3,3,289,0,0
107865,17,1,Art,Spanish,3,4,3,289,0,0
107933,17,1,Science,Geography,3,2,4,289,0,0
107785,17,1,Art,Music,2,3,3,289,0,0
107875,17,1,Food Technology,Maths,1,4,2,289,0,0
107853,17,1,ICT,Geography,3,3,2,289,0,0
107932,17,1,Maths,Music,4,3,4,289,0,0
107877,17,1,Art,Maths,2,3,3,289,0,0
107849,17,1,English,RS,3,4,4,289,0,0
107804,17,1,Art,Maths,2,3,3,289,0,0
107837,17,1,Art,Music,3,3,3,289,0,0
107830,17,1,ICT,Geography,3,3,3,289,0,0
107801,17,1,"ICT, Technology","Geography, History",4,4,4,289,0,0
107934,17,1,Science,Geography,3,3,4,289,0,0
107949,17,1,Art,History,3,4,4,289,0,0
107856,17,1,Maths,Geography,4,4,3,289,0,0
107629,17,1,"Food Technology, Textiles, Product Design, Art, RS",Spanish,3,3,2,289,0,0
107947,17,1,Art,History,3,3,3,289,0,0
107885,17,1,Art,Geography,3,3,3,289,0,0
107917,17,1,"Science, Maths",PE,3,3,3,289,0,0
107802,17,1,"Art, PE",Geography,4,3,2,289,0,0
107784,17,1,PE,RS,4,4,4,289,0,0
107911,17,1,Art,Maths,2,3,2,289,0,0
107906,17,1,ICT,Music,4,3,3,289,0,0
107891,17,1,Maths,Geography,3,3,2,289,0,0
107882,17,1,PE,Maths,3,3,3,289,0,0
107946,17,1,ICT,Geography,2,3,2,289,0,0
107920,17,1,Science,History,4,4,4,290,0,0
107884,17,1,"Art, PE, ICT","Spanish, History",2,2,3,290,0,0
107948,17,1,PE,History,3,3,3,290,0,0
107797,17,1,Music,Spanish,3,3,3,290,0,0
107839,17,1,PE,Spanish,3,2,3,290,0,0
107790,17,1,Science,History,3,3,4,290,0,0
107821,17,1,Art,English,3,2,4,290,0,0
107937,17,1,Art,History,3,3,3,290,0,0
107892,17,1,Science,History,2,3,3,290,0,0
107887,17,1,Science,History,3,4,4,290,0,0
107844,17,1,ICT,History,3,4,3,290,0,0
107840,17,1,ICT,History,3,3,4,290,0,0
107827,17,1,Maths,RS,3,3,4,290,0,0
107889,17,1,Art,Geography,4,4,4,290,0,0
107792,17,1,Maths,History,4,3,2,290,0,0
107924,17,1,PE,Spanish,3,3,3,290,0,0
107832,17,1,Art,History,3,3,3,290,0,0
107862,17,1,PE,History,3,4,4,290,0,0
107842,17,1,Science,RS,4,4,3,290,0,0
107916,17,1,Art,History,3,2,4,290,0,0
107913,17,1,Science,History,2,2,4,290,0,0
107857,17,1,PE,Spanish,4,2,3,290,0,0
107809,17,1,Music,History,3,2,3,290,0,0
107909,17,1,ICT,Spanish,3,3,3,290,0,0
107829,17,1,PE,History,4,3,3,290,0,0
